Date,Symbol,Company Name,Industry,Future_Return_30D,Future_Return_30D_Rank,Top_Quartile_Outperformer_30D,Return_20D_Rank,Return_60D_Rank,Volatility_20D_Rank,Momentum_20D_Rank,RSI_14_Rank,Return_20D_vs_Market,Return_20D_vs_Industry,Volatility_20D_vs_Market,Volatility_20D_vs_Industry,Final_Ranker_Score,Final_Ranker_Score_Rank,Momentum_Score,Low_Volatility_Score,RSI_Balanced_Score,Final_Conservative_Score,Final_Balanced_Score,Final_Aggressive_Score,Profile_Rank,Investor_Profile,Allocation,Explanation
2020-01-01,BRITANNIA,Britannia Industries Ltd.,CONSUMER GOODS,0.03127004753836782,0.6938775510204082,0,0.32653061224489793,0.42857142857142855,0.02040816326530612,0.32653061224489793,0.1836734693877551,-0.014792906546192669,-0.0006493637429027164,-0.00879866172099861,-0.0034447326448601165,0.48928208246531113,0.9387755102040817,0.37755102040816324,0.9795918367346939,0.5336734693877551,0.9591836734693877,0.9510204081632653,0.9387755102040817,2.0,Conservative,0.1,"selected because it balances model confidence with lower volatility; high ML ranker score, indicating strong predicted relative performance; low recent volatility, supporting better risk control; belongs to the CONSUMER GOODS sector."
2020-01-01,HDFCBANK,HDFC Bank Ltd.,FINANCIAL SERVICES,-0.029720006256843456,0.3877551020408163,0,0.46938775510204084,0.40816326530612246,0.08163265306122448,0.46938775510204084,0.46938775510204084,0.006524906351252052,-0.0052483201331955005,-0.007522351528512003,-0.004164345924116483,-0.18346107265543063,0.8163265306122449,0.4387755102040817,0.9183673469387755,0.8193877551020408,0.8673469387755102,0.846938775510204,0.8163265306122449,7.0,Conservative,0.1,"selected because it balances model confidence with lower volatility; high ML ranker score, indicating strong predicted relative performance; low recent volatility, supporting better risk control; RSI is in a balanced range, avoiding extreme overbought/oversold conditions; belongs to the FINANCIAL SERVICES sector."
2020-01-01,KOTAKBANK,Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,0.0020310026582242013,0.6326530612244898,0,0.4489795918367347,0.3673469387755102,0.1836734693877551,0.4489795918367347,0.12244897959183673,0.004622849062332152,-0.007150377422115401,-0.005423079791736013,-0.002065074187340492,-0.24125204438469489,0.7551020408163265,0.40816326530612246,0.8163265306122449,0.47244897959183674,0.7857142857142857,0.773469387755102,0.7551020408163265,9.0,Conservative,0.1,"selected because it balances model confidence with lower volatility; above-average ML ranker score; low recent volatility, supporting better risk control; belongs to the FINANCIAL SERVICES sector."
2020-01-01,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCIAL SERVICES,0.03765547611812181,0.7142857142857143,0,0.6530612244897959,0.6530612244897959,0.061224489795918366,0.6530612244897959,0.8571428571428571,0.019805790200823764,0.008032563716376211,-0.00767351694212486,-0.0043155113377293395,0.7597412322169305,1.0,0.6530612244897959,0.9387755102040817,0.7928571428571429,0.9693877551020409,0.9816326530612245,1.0,1.0,Conservative,0.1,"selected because it balances model confidence with lower volatility; high ML ranker score, indicating strong predicted relative performance; moderate positive momentum; low recent volatility, supporting better risk control; belongs to the FINANCIAL SERVICES sector."
2020-01-01,SHREECEM,Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,0.2211403599427162,1.0,1,0.24489795918367346,0.673469387755102,0.12244897959183673,0.24489795918367346,0.42857142857142855,-0.02175738934095925,0.022034301284854174,-0.007107600222004984,-0.0017662176044358161,0.22355449409807085,0.8979591836734694,0.4591836734693877,0.8775510204081632,0.7785714285714285,0.8877551020408163,0.8918367346938776,0.8979591836734694,5.0,Conservative,0.1,"selected because it balances model confidence with lower volatility; high ML ranker score, indicating strong predicted relative performance; low recent volatility, supporting better risk control; RSI is in a balanced range, avoiding extreme overbought/oversold conditions; belongs to the CEMENT & CEMENT PRODUCTS sector."
2020-01-01,ASIANPAINT,Asian Paints Ltd.,CONSUMER GOODS,0.04734552754851662,0.7346938775510204,0,0.6938775510204082,0.3469387755102041,0.14285714285714285,0.6938775510204082,0.5714285714285714,0.020726361214677108,0.03486990401796706,-0.007059308769528096,-0.0017053796933896026,-0.3180096041785644,0.6326530612244898,0.5204081632653061,0.8571428571428572,0.9214285714285714,0.7448979591836735,0.7,0.6326530612244898,10.0,Conservative,0.1,"selected because it balances model confidence with lower volatility; above-average ML ranker score; low recent volatility, supporting better risk control; RSI is in a balanced range, avoiding extreme overbought/oversold conditions; belongs to the CONSUMER GOODS sector."
2020-01-01,HINDUNILVR,Hindustan Unilever Ltd.,CONSUMER GOODS,0.11159019906534828,0.9387755102040817,1,0.061224489795918366,0.2857142857142857,0.10204081632653061,0.061224489795918366,0.04081632653061224,-0.05726078818507105,-0.0431172453817811,-0.007439003489347101,-0.002085074413208607,0.3024372075923738,0.9183673469387755,0.17346938775510204,0.8979591836734694,0.39081632653061227,0.9081632653061225,0.9122448979591836,0.9183673469387755,3.0,Conservative,0.1,"selected because it balances model confidence with lower volatility; high ML ranker score, indicating strong predicted relative performance; low recent volatility, supporting better risk control; belongs to the CONSUMER GOODS sector."
2020-01-01,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILE,-0.0014761436144884454,0.5714285714285714,0,0.14285714285714285,0.6122448979591837,0.04081632653061224,0.14285714285714285,0.02040816326530612,-0.04559280822477804,-0.07027024886387187,-0.007843254448394343,-0.007431115436049236,-0.23469482886859735,0.7959183673469388,0.37755102040816324,0.9591836734693877,0.3704081632653061,0.8775510204081632,0.8448979591836734,0.7959183673469388,6.0,Conservative,0.1,"selected because it balances model confidence with lower volatility; above-average ML ranker score; low recent volatility, supporting better risk control; belongs to the AUTOMOBILE sector."
2020-01-01,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMA,0.10828644856567338,0.9183673469387755,1,0.42857142857142855,0.5306122448979592,0.20408163265306123,0.42857142857142855,0.16326530612244897,-0.004590870787152451,-0.00399328402351388,-0.00531049491174807,-0.0017778634678965646,-0.09324315389286109,0.8367346938775511,0.47959183673469385,0.7959183673469388,0.5132653061224489,0.8163265306122449,0.8244897959183674,0.8367346938775511,8.0,Conservative,0.1,"selected because it balances model confidence with lower volatility; high ML ranker score, indicating strong predicted relative performance; low recent volatility, supporting better risk control; belongs to the PHARMA sector."
2020-01-01,BAJFINANCE,Bajaj Finance Ltd.,FINANCIAL SERVICES,0.12243282206414108,0.9591836734693877,1,0.9183673469387755,0.4897959183673469,0.16326530612244897,0.9183673469387755,0.7959183673469388,0.05532854336844964,0.04355531688400209,-0.006372550543199294,-0.0030145449388037735,0.6886257192140264,0.9795918367346939,0.7040816326530612,0.8367346938775511,0.8540816326530613,0.9081632653061225,0.9367346938775509,0.9795918367346939,4.0,Conservative,0.1,"selected because it balances model confidence with lower volatility; high ML ranker score, indicating strong predicted relative performance; moderate positive momentum; low recent volatility, supporting better risk control; RSI is in a balanced range, avoiding extreme overbought/oversold conditions; belongs to the FINANCIAL SERVICES sector."
2020-01-02,BRITANNIA,Britannia Industries Ltd.,CONSUMER GOODS,0.027313814108862244,0.6938775510204082,0,0.3469387755102041,0.4489795918367347,0.02040816326530612,0.3469387755102041,0.16326530612244897,-0.013254852576853687,0.003302070772654801,-0.008820542513492517,-0.0031813110998465347,0.4636643544835294,0.9387755102040817,0.3979591836734694,0.9795918367346939,0.5132653061224489,0.9591836734693877,0.9510204081632653,0.9387755102040817,1.0,Conservative,0.1,"selected because it balances model confidence with lower volatility; high ML ranker score, indicating strong predicted relative performance; low recent volatility, supporting better risk control; belongs to the CONSUMER GOODS sector."
